ResetId;ResetAt;TargetMode;TargetValue;Engine;Country;LeagueId;Band;OK;KO;Total;HitRate
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_MidAtlantic;OVERALL;5;9;14;35.71
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_MidAtlantic;ALTA;4;3;7;57.14
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_MidAtlantic;MEDIA-ALTA;1;4;5;20.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_MidAtlantic;MEDIA;0;2;2;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_MidAtlantic;OVERALL;5;9;14;35.71
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_MidAtlantic;MEDIA-ALTA;4;3;7;57.14
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_MidAtlantic;ALTA;1;3;4;25.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_MidAtlantic;MEDIA;0;3;3;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_MidAtlantic;OVERALL;5;9;14;35.71
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_MidAtlantic;ALTA;5;8;13;38.46
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_MidAtlantic;BASSA;0;1;1;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_MidAtlantic;OVERALL;3;8;11;27.27
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_MidAtlantic;ALTA;3;7;10;30.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_MidAtlantic;BASSA;0;1;1;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_MidAtlantic;OVERALL;3;8;11;27.27
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_MidAtlantic;ALTA;3;6;9;33.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_MidAtlantic;MEDIA;0;1;1;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_MidAtlantic;BASSA;0;1;1;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_MidAtlantic;OVERALL;2;7;9;22.22
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_MidAtlantic;ALTA;2;4;6;33.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_MidAtlantic;MEDIA;0;2;2;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_MidAtlantic;BASSA;0;1;1;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_MidAtlantic;OVERALL;2;7;9;22.22
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_MidAtlantic;ALTA;2;6;8;25.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_MidAtlantic;BASSA;0;1;1;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_MidAtlantic;OVERALL;2;6;8;25.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_MidAtlantic;ALTA;2;4;6;33.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_MidAtlantic;MEDIA;0;2;2;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_MidSouth;OVERALL;8;3;11;72.73
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_MidSouth;BASSA;0;1;1;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_MidSouth;MEDIA-ALTA;6;1;7;85.71
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_MidSouth;ALTA;2;1;3;66.67
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_MidSouth;OVERALL;8;3;11;72.73
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_MidSouth;BASSA;0;1;1;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_MidSouth;MEDIA-ALTA;5;2;7;71.43
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_MidSouth;MEDIA;3;0;3;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_MidSouth;OVERALL;8;2;10;80.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_MidSouth;ALTA;5;0;5;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_MidSouth;MEDIA;3;2;5;60.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_MidSouth;OVERALL;7;2;9;77.78
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_MidSouth;MEDIA;3;2;5;60.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_MidSouth;ALTA;4;0;4;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_MidSouth;OVERALL;7;2;9;77.78
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_MidSouth;MEDIA;2;2;4;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_MidSouth;ALTA;4;0;4;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_MidSouth;BASSA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_MidSouth;OVERALL;6;2;8;75.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_MidSouth;MEDIA;1;2;3;33.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_MidSouth;ALTA;4;0;4;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_MidSouth;BASSA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_MidSouth;OVERALL;6;2;8;75.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_MidSouth;ALTA;5;1;6;83.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_MidSouth;MEDIA;1;1;2;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_MidSouth;OVERALL;5;2;7;71.43
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_MidSouth;MEDIA;0;2;2;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_MidSouth;ALTA;4;0;4;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_MidSouth;BASSA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_Mountain;OVERALL;9;2;11;81.82
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_Mountain;MEDIA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_Mountain;MEDIA-ALTA;4;1;5;80.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_Mountain;ALTA;4;1;5;80.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_Mountain;OVERALL;9;2;11;81.82
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_Mountain;BASSA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_Mountain;MEDIA;1;1;2;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_Mountain;ALTA;4;1;5;80.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_Mountain;MEDIA-ALTA;3;0;3;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_Mountain;OVERALL;8;2;10;80.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_Mountain;MEDIA;1;1;2;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_Mountain;ALTA;7;1;8;87.5
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_Mountain;OVERALL;5;1;6;83.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_Mountain;ALTA;4;1;5;80.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_Mountain;MEDIA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_Mountain;OVERALL;5;1;6;83.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_Mountain;ALTA;4;1;5;80.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_Mountain;MEDIA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_Mountain;OVERALL;4;1;5;80.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_Mountain;ALTA;3;1;4;75.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_Mountain;MEDIA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_Mountain;OVERALL;4;1;5;80.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_Mountain;ALTA;3;1;4;75.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_Mountain;MEDIA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_Mountain;OVERALL;4;1;5;80.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_Mountain;MEDIA;1;1;2;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_Mountain;ALTA;3;0;3;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_NorCal;OVERALL;11;5;16;68.75
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_NorCal;MEDIA-ALTA;4;4;8;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_NorCal;ALTA;6;0;6;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_NorCal;MEDIA;1;1;2;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_NorCal;OVERALL;11;5;16;68.75
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_NorCal;MEDIA;1;3;4;25.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_NorCal;MEDIA-ALTA;5;2;7;71.43
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_NorCal;ALTA;5;0;5;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_NorCal;OVERALL;11;5;16;68.75
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_NorCal;MEDIA;3;3;6;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_NorCal;ALTA;8;2;10;80.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_NorCal;OVERALL;8;4;12;66.67
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_NorCal;MEDIA;1;2;3;33.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_NorCal;ALTA;7;2;9;77.78
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_NorCal;OVERALL;8;4;12;66.67
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_NorCal;MEDIA;1;2;3;33.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_NorCal;ALTA;7;1;8;87.5
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_NorCal;BASSA;0;1;1;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_NorCal;OVERALL;8;3;11;72.73
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_NorCal;ALTA;7;1;8;87.5
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_NorCal;MEDIA;1;1;2;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_NorCal;BASSA;0;1;1;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_NorCal;OVERALL;8;3;11;72.73
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_NorCal;ALTA;8;2;10;80.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_NorCal;MEDIA;0;1;1;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_NorCal;OVERALL;7;3;10;70.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_NorCal;MEDIA;1;1;2;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_NorCal;ALTA;6;1;7;85.71
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_NorCal;BASSA;0;1;1;0.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_Northeast;OVERALL;9;8;17;52.94
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_Northeast;MEDIA;1;1;2;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_Northeast;MEDIA-ALTA;4;4;8;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_Northeast;ALTA;4;3;7;57.14
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_Northeast;OVERALL;9;8;17;52.94
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_Northeast;MEDIA;2;3;5;40.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_Northeast;MEDIA-ALTA;5;2;7;71.43
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_Northeast;ALTA;2;3;5;40.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_Northeast;OVERALL;9;7;16;56.25
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_Northeast;ALTA;7;6;13;53.85
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_Northeast;MEDIA;1;1;2;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_Northeast;BASSA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_Northeast;OVERALL;6;6;12;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_Northeast;ALTA;4;5;9;44.44
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_Northeast;MEDIA;1;1;2;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_Northeast;BASSA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_Northeast;OVERALL;6;6;12;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_Northeast;ALTA;4;4;8;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_Northeast;MEDIA;1;2;3;33.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_Northeast;BASSA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_Northeast;OVERALL;5;5;10;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_Northeast;ALTA;3;4;7;42.86
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_Northeast;MEDIA;1;1;2;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_Northeast;BASSA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_Northeast;OVERALL;5;5;10;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_Northeast;ALTA;4;5;9;44.44
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_Northeast;BASSA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_Northeast;OVERALL;4;5;9;44.44
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_Northeast;ALTA;3;3;6;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_Northeast;MEDIA;1;2;3;33.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_Northwest;OVERALL;11;4;15;73.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_Northwest;ALTA;7;4;11;63.64
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_Northwest;MEDIA-ALTA;3;0;3;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_Northwest;MEDIA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_Northwest;OVERALL;11;4;15;73.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_Northwest;ALTA;2;2;4;50.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_Northwest;MEDIA-ALTA;9;2;11;81.82
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_Northwest;OVERALL;11;4;15;73.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_Northwest;ALTA;11;4;15;73.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_Northwest;OVERALL;9;2;11;81.82
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21dev;USA;USA_USLLeagueTwo_Northwest;ALTA;9;2;11;81.82
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_Northwest;OVERALL;9;2;11;81.82
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_Northwest;ALTA;8;2;10;80.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v22;USA;USA_USLLeagueTwo_Northwest;MEDIA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_Northwest;OVERALL;8;1;9;88.89
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_Northwest;ALTA;7;1;8;87.5
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v23;USA;USA_USLLeagueTwo_Northwest;MEDIA;1;0;1;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_Northwest;OVERALL;8;1;9;88.89
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v24;USA;USA_USLLeagueTwo_Northwest;ALTA;8;1;9;88.89
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_Northwest;OVERALL;6;1;7;85.71
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_Northwest;MEDIA;2;0;2;100.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_Northwest;ALTA;4;1;5;80.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_PlayIn;OVERALL;1;2;3;33.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v25;USA;USA_USLLeagueTwo_PlayIn;BASSA;1;2;3;33.33
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_PlayOff;OVERALL;9;13;22;40.91
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_PlayOff;MEDIA-ALTA;5;6;11;45.45
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v13;USA;USA_USLLeagueTwo_PlayOff;MEDIA;4;7;11;36.36
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_PlayOff;OVERALL;9;13;22;40.91
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_PlayOff;MEDIA-ALTA;6;9;15;40.0
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v20;USA;USA_USLLeagueTwo_PlayOff;MEDIA;3;4;7;42.86
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_PlayOff;OVERALL;9;13;22;40.91
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_PlayOff;MEDIA;5;8;13;38.46
20260804_164304;2026-08-04T16:43:04;GROUP;USA_USLLeagueTwo;v21;USA;USA_USLLeagueTwo_PlayOff;ALTA;3;4;7;42.86
